X,Y,Elevation,Slope,Aspect,Soil_Strength,Rock_Density,Friction_Angle,Cohesion,Rainfall,Temperature,Vibration,Risk_Label
0,0,501.5194010561067,14.441643100133092,-1.4667359574779901,295.0927981434926,2.9444014405908367,43.48821725534515,101.88429112114787,24.44704465702965,24.296510682069275,0.4918978757828687,0
1,0,501.184047330339,5.990077846449723,-2.3555668078464254,262.670850237636,2.77314047229721,34.0472956279012,139.4850623461503,43.55863744716129,25.80730730442139,0.9256018623179654,0
2,0,498.6402264587662,9.760353929429684,2.960856538586051,240.59679879451443,2.9115873669395214,31.224497735042824,147.22366842368297,31.482764063157138,28.952450187343665,0.20103674652859382,0
3,0,499.106451522272,11.131996261627354,-1.113924379249151,231.2742221208423,2.8200427508910613,35.782323606406045,138.39352581504392,52.64475881854078,34.20266610903893,1.4021178847102123,0
4,0,502.4813603290276,24.30379701408286,-1.008540976263219,221.43199375655422,2.792255879689927,35.08388630554797,102.29934014877557,47.32519250268194,15.898081559992923,1.254524573436864,0
5,0,502.37510188774394,16.280901070481807,-1.7698721524316123,250.7237753315469,2.8091301174502665,34.69852612712387,136.59169160354134,55.8173063779886,34.288650871361746,1.7200252255626147,0
6,0,500.4960808720297,12.19785244161332,-2.368173408433968,217.42777145094834,2.793663272171669,31.063820330984406,129.23198088633157,75.89340200658663,24.33608340602974,1.759092075867054,0
7,0,499.5139430636466,3.660894001536997,-2.6527248873108547,265.89182009609414,2.758319978183314,36.52562025145239,115.73917008082006,63.85910685268028,22.095304911101373,0.4887497291004308,0
8,0,498.66675136820703,14.519102395094835,-0.18380882012373279,294.97788538839427,2.5792529150225194,35.43430530239128,143.0877062359843,69.95178783867192,30.70406760107646,1.6299062784252465,0
9,0,504.3375053991741,9.810524981912208,-0.9977003643901283,281.6460842952973,2.747293457157025,37.511055609672624,106.39480949350904,67.37035063055698,26.241633448546146,0.6170976747501487,0
10,0,500.1390556454736,9.100418369898279,-2.4744732190405654,269.3972098127586,2.5085858254593507,39.11510911244318,125.61154503362563,38.51249582744159,16.260844250698433,1.0218230640700516,0
11,0,501.7546675947703,3.8054557182582713,-0.3952644942040182,215.76671616992888,2.606151643098865,41.69814008605765,123.92642634996025,62.297055523689494,29.05954224031194,1.7941874359202974,0
12,0,500.77122317363404,6.403206794993335,2.2354473611093173,255.34819010030162,2.9725681871657796,31.94899922829383,126.36996307099902,39.21588576106621,21.595196442241615,0.44469942912044624,0
13,0,499.3867919625327,14.860911922069258,2.563530048155497,220.86810614722728,2.5376042227812516,30.35919908243023,143.43366723918768,52.84777482275491,23.998978175583893,0.994383704677589,0
14,0,498.27019399237287,6.235567053047437,-0.06896324024727409,264.76805740512145,2.6002750115801763,42.771715959885476,129.82394359647793,62.712080568761365,19.435372669532043,0.8124057046184681,0
15,0,502.4688495148891,9.536564100529407,-2.0583303688789742,295.67578723553413,2.893835664317913,33.29538167642184,124.1729987880328,55.61236386343304,31.15969140643001,1.8964676644856944,0
16,0,497.6254204407504,16.760927858815773,-2.6878885624489572,207.7232873493522,2.686330325922994,41.37264701451229,122.9484063692062,47.797808890358944,31.861460650651246,1.2828798445925325,0
17,0,497.96067345003047,1.8785619806118663,-0.31934389574923644,234.13767200545604,2.9178655399327607,39.60614340583447,139.58541313280546,69.37720559899817,21.831367614046663,1.0899173336480104,0
18,0,497.12405835082967,5.627002909325722,1.553692732683899,292.39605312997577,2.702024060933814,39.92027499851271,132.7878806839824,38.033773885728614,24.8762463587073,1.003064340253941,0
19,0,497.37800544000197,15.206468670038435,0.509912921552377,270.287411872789,2.973159246848214,39.70625327971155,118.17855732313984,25.905281899355863,24.78127331912701,1.2418592292611998,0
20,0,500.5997586662446,5.506912038173243,0.5723902889688983,250.22900889640601,2.927850249980759,41.387296562917186,140.05880765886363,20.323625809423426,30.34637224081643,1.112574470640279,0
21,0,499.48747589867276,4.558319660948429,-3.1233226947662205,225.98602706075488,2.779795087485633,32.56758749242945,110.24421502014306,44.13647796353648,20.842620159452785,1.7201555784401998,0
22,0,499.2747018734382,0.7521895864664505,2.1480870992200773,207.7344249236582,2.961869198183534,33.17752099433597,145.708136809172,60.90069626805625,17.83570163778955,1.5236142675906275,0
23,0,499.3921228479668,3.82375346799712,2.895999531849685,275.2035709376585,2.914419020525426,35.92636843841174,138.87046693068206,61.346247941637984,30.27977909438612,1.1871378830619712,0
24,0,498.2653275054052,3.4824105838224733,2.8811387341323034,200.88143352072754,2.961378220307684,39.79807021070467,118.13592277726812,20.572070964601373,16.850109580755888,1.313751400668579,0
25,0,498.6412254493477,9.047119826829961,-0.6473029983397718,257.81403905660625,2.6209444108212643,32.2069555323057,101.60142654934614,50.070306913210814,34.75493949273465,1.6936514320383973,0
26,0,501.5673706576569,22.417590694840243,-0.7307462374335211,236.49826220007333,2.750424821679742,31.53869596830399,124.94666583241104,55.628851093032,25.21611321144337,0.5343166158738215,0
27,0,503.6934779972885,11.979143040424834,-1.6366692933684046,279.48339787547405,2.582593225874686,41.40617643332733,133.8803436856389,65.65158382850187,16.218116561175535,0.7087729336801303,0
28,0,499.7392213460135,2.55684718172487,-2.207378504820301,249.3705289138916,2.8000116701549183,42.61246188922253,128.28447422459826,37.03823852632402,26.99704406423467,1.7182942263533008,0
